date,text
1939.03.03,"Whats the origin of the expression A flea in his ear?—thats what I’ve just written: & must—(12.15) switch from that to describe yesterday, Thursday: a very long day, but on the whole successfully accomplished. Not at all a nice morning, & worried by my speech, so I walked. And bought some frilling; & then off we went to the Polytechnic; & met a little brown faced supple man in corduroys; inspected a wall of illustrations to O⁠[rlando]. & then in came, say 50 art students: blouses, shirts; nimble, young, inquisitive; stood up, & not very nervously spoke, improving, colloquially. Then L. gave his views; as a publisher. And that was a great success—very valuable indeed, said the professor: & asked him to start again, which he did. No it wasnt formidable. It was rather cheerful. And free & easy. Better much than Oxford & Cambridge: which reminds me that Liverpool today offered me a Doctor’s Degree; which I refused. Then they gave us a specimen book of rather too artistic printing; & then we got off. And I cooled myself with Chaucer. Then to dine at the studio, & a long, but on the whole, admirable & agreeable, Thursday evening. Rogers: 2 fat beavers, identical; artists; Spenders; Inez improving, independent sharp; Tangye Lean, the man with the absurd name who writes in the N. Chronicle; & Dermod MacCarthy; & L. in from The Cranium. I was pleased, vanitously, to find that Inez thinks me a poet-novelist, not a fraud; & T.L. also liked something or other. So we talked shop. The novel. They both incubate novels. He tears up. She has her’s in a drawer. And my jadedness thawed. So that I’ve written several pages of P.H. although Miss Compton Burnett is praised.

Must face the end of Roger, perhaps at MH. this week end. A very fine June blue day at top of the skylight. But I meant to say that Nessa’s conduct of these parties seemed to me admirable; & once she laughed, & laughed & laughed; trying to describe the prevalence of ‘stuff”. I laughed too. Then we discussed tin: iron; & D⁠[ermod]. who has his vein of queer humour, told us how Raymond Abbott said that organ pipes are pure tin. Mrs Rogers described the making of felt: & so on. Very easy, & sensible, & sympathetic. A great many parties in the offing. We have the materials for happiness again. A new Pope elected. A lull in the shindy. Poor Spira’s pictures all frauds. & a Labour P. meeting tonight."
1939.03.11,"Yesterday, that is Friday 10th, I set the last word to the first sketch of Roger. And now I have to begin—well not even to begin, but to revise & revise. A terrible grind to come: & innumerable doubts, of myself as biographer: of the possibility of doing it at all: all the same I’ve carried through to the end; & may allow myself one moments mild gratification. There are the facts more or less extracted. And I’ve no time to go into all the innumerable horrors. There may be a flick of life in it—or is it all dust & ashes?

A day in bed at MH: such a rush with the meeting, & dining at C⁠[harleston]. & then back to the burglary. I heard the burglar laugh as he slammed the door taking our £6 in a cashbox. We thought it was John. Then the Great Psycho Analysts dinner on a wild wet night: Adrian late: dinner at 9 till 12.30. Speeches of a vacancy & verbosity incredible. Lord de la Warr rambling jocosely. And gossip with Duncan & Adrian; the rest of our table sit in unmitigable gloom. Poor Mrs so & so—Meynell & Money Kyrle dead silent: food profuse, snatched, uncharacteristic. Mary Hutch: Rebecca West: & set upon & committed to ask to dinner Mrs Klein.

Then a cocktail at John’s; Rosamond & her new fancy, little self conscious G. Rees, underbred, intelligent; & our German von—something. I shall call you Renny said L. And I dont know why I agreed to lunch with Diana Cooper to meet Ethel Smyth on the spur of the moment—why am I so impulsive? Why am I so old, so ugly, so—& cant write. And the Spender grandmother on Sunday; but alone today."
1939.03.16,"Jack [Hills] I see in this mornings paper left £3,000 only. I see too that Hitler has marched into Prague. This, says the PM. “is not in the spirit of the Munich meeting”. My comment anyhow is superfluous. We sit & watch. Yesterday in Bond Street where I finally did lay out £10 on clothes, I saw a crowd round a car, & on the back seat was a Cheetah with a chain round his loins. I also found a presentation copy of Tom’s Family Reunion; & sucked no pleasure from the first pages. Yet I enjoyed Chaucer, Michelet & Me. de Sevigné. I reserve judgment. The night before Mrs Klein dined—the backwash of my P⁠[sycho]. A⁠[nalysts’]. party—unrecorded? A woman of character & force & some submerged—how shall I say—not craft, but subtlety: something working underground. A pull, a twist, like an undertow: menacing. A bluff grey haired lady, with large bright imaginative eyes.

It was on the tip of my pen—only I had to write—to re-write Roger—to record, in brief form, Lunch with Lady Diana Cooper costs 3/6. Yes, for some impulse of my own, I said I would lunch to meet old Ethel. Old Ethel very deaf. So as to impress the aristocracy who aren’t ever impressed, I took a 1/- cab from Hyde Pk Corner: & Chapel Street was only one step down the road. Curious, the feebleness of the aristocracy in the eye line. Diana has inherited a vast house—sat in a drawing room like the floor of a shop: was furnishing—Chin⁠[t]⁠zes piled up. A glass room, looking on to the D. of Westminster’s great wall—he has a private tennis court. Dishevelled creepers hang down. This great house is so timidly faced. The tinted mask of the late Duchess in a glass case. Rex Whistler discreet amusing fakes of 18th Century decoration—all diluted, reminiscent. And then Duff’s great library, that might have done for Lord Acton or Lord Macaulay—here Rex again at work, fabricating 18th Century. Praise of Sargent. Praise of the late Duchesses tomb at the Tate. The usual space & simplicity. Many little dishes. Many concoctions. But empty & full of unsaturated possessions. “I dont like possessions” said D. She has a bedroom like a shop again. On the table a 6d Penguin. Rooms for Madame de Maintenon, Montespan &c. Only Diana, all niceness, goodness, with that free sweep that I like in the aristocracy: putting on Ethel’s 3 cornered hat (wh. became her) as if they were free, but had nowhere to go. Talk trumpeted, emphatic, difficult, about Maurice Baring. Little rough haired boy came in. So I drove Ethel to Waterloo & paid 2/6 & was then too cold in my finery to walk, so home. Refused lunch with Harry [Stephen] at the Athenaeum.

I’m thinking of a critical book. Suppose I used the diary form? Would this make one free to go from book to book—or wd it be too personal? I might take some fribble, like Peter Opie: so to Sevigne &c. But I must let it simmer.

A blessed space of quiet today—tea with Nessa; then alone tonight; MH. this weekend, & my new green linen waterproof. L.’s back improving. Rau talks of an allergic doctor, who discovers sensibilities; but Rau does not ring up."
1939.03.22,"Tom sent me his play, Family Reunion. No, it dont do. I read it over the week end. It starts theories. But no … You see the experiment with stylised chatter isnt successful. He’s a lyric not a dramatic. But here theres no free lyricism, is caught back by the character: has no power to embody: as stiff as pokers. And the chief poker is Tom: but cant speak out. A cold upright poker. And the Fates behind the drawing room curtain. A clever beginning, & some ideas; but they spin out: & nothing grips: all mist—a failure: a proof hes not a dramatist. A monologist. This is stated very politely by the papers this morning. The News not so politely. We go on Thursday. I’m of course for reasons I can’t go into selfishly relieved: why? Had it been a success would it have somehow sealed—my ideas? does this failure confirm a new idea of mine—that I’m evolving in PH about the drama? Or is it jealousy? & then theres L.’s play. A mixture of motives …

Very fine at the moment; & alone; & confronted with a dress maker; & L. all rash. Rau says it will go in time. Reading Eddie Marsh. Finished the 18th cent scene in PH. Odd how freely & happily I dash that off. Roger put aside. No, I cant write here. Politics lulled: but Kingsley vocal on the phone. An account of Ly Astor’s lunch party."
1939.03.29,"There can be no doubt that Tom knew that his play was a failure. He was very yellow & heavy lidded. We talked about his cold, & I noted that he said his lectures, on Church & State, were “very bad”, a proof, I think, that all his work now seems so. But the evening was oddly successful. Kingsley Martin invited himself, & gave Ann & Sally their modicum of politics; otherwise literature wd have been too ascendant. Then Mr Ellis St Joseph, also self-invited, came. And paid out elaborate, yet oddly interesting, stories: about smoking hashish—how he was given for 10/- amber cigarettes wh. he supposed to be drugged; & puffed in & out, with Oliver Bell on the next bed. And they were only scented. An intricate, pompous, yet interesting young man. And they stayed till 12.30. Hence I’m tired in the head, & cant tackle anything. Think of walking, to prepare for Hugh. A silly idea, having him alone; but I must brisk up something, not sit dreaming here, or my head will ache. KM. privately told L. that German aeroplanes have been flying over London.

Madrid surrendered. KM. says war is inevitable."
1939.03.30,"No, it was a good idea having Hugh alone. He gave me a full account of his sexual life, of which I retain these facts. He only loves men who dont love men. Tried to drown himself once over Melchior. Jumped into a river; stuck in mud; seized a carving knife; saw himself in the glass; all became absurd, reconciliation. Told me too of the Baths at the Elephant & Castle. How the men go there: saw Ld C⁠[name omitted] naked: saw Ld B⁠[name omitted] in the act with a boy; later at the Beefsteak all medals. Has had a married life with Harold for 15 years without intercourse. All this piles up a rich life of wh. I have no knowledge: & he cant use it in his novels. They are therefore about lives he hasnt lived wh. explains their badness. Hasnt the courage to write about his real life. Would shock people he likes. Told me how he had had a father & son simultaneously. Copulation removes barriers. Class barriers fade. Lives at Hampstead with Harold’s family & friends completely naturally. All this is a great deal better than his literary talk. It led me to compare experience with thought. Apostles with phenomenons. He’s been at Rome writing daily articles for Hearst papers. We couldn’t do this. Started making 2 or 3000 a year in 1912. Has supported Melchior & others. Saw, at any rate, another Hugh. Odd that he’s never felt any feeling for women; but his sister is a suppressed Lesbian; & his brother entirely without sex—a schoolmaster. This lasted from 4.30 to 7.30; without a break. And I liked him & enjoyed it, tho’ crushed in the head.

I went to Highgate in the morning; saw the Whittington Stone & met 2 old women on Parliament Hill: each wore a cap of Turkish embroidery on her white straggly hair: very poor unkempt; big boots; black wrinkled stockings & a dog. One said Now if you dont come Peter I shall run away … they were hobbling. Curious vision of their extreme poverty, decrepitude, & the place played in their lives by Peter. How they fed him; & were identical—.. Still brain compressed: Memoir tonight. Molly’s operation over, apparently successful. Desmond with a bad cold; Clive to read. So thats all, & I’m fiddling again with Roger."
1939.03.31,"Yes I made a phrase last night about bearing the panoply of life, & being glad to lay it down. I wonder if its true. After a worried domestic day; then L. had a temperature & went to bed; the Memoir Club was imminent. I felt I was bearing up the panoply of life & wd be glad to let it sink. I said to myself, Remember, this is the description of age coming. I’m on the qui vive to describe age: to note it. I often think of things in this way, but forget them. And as L. is normal & up & as its a fine morning, I’m not conscious of holding up my panoply, only distracted rather & cant settle in but must do R.’s Cambridge letters.

Clive read, truculently, with some motive I guess at the back of him, about R., amusing stories—“The old creature was lying on a camp bed reading with a candle beside him” this is the only touch I need to remember, at Charleston, at 1.30 in the morning. Said R. grew less magnanimous with age: reference to the NS. review, I expect. Nessa silent, disagreeing. Desmond did not come. Rang up. A rather scattered meeting."
1939.04.11,"How much identity, to use my own private slang, is needed to surmount a little hillock: for instance, Lydia on Lappin & Lapinova yesterday at Tilton; & Tilton’s comfort, & quiet; all seem to make it harder for me to get on with revising Roger. Revising Roger at the rate of 2 weeks to a chapter will take me 3 months. Then there’s the war. The finest Easter possible has this purple background. We wait like obedient children to hear what we shall be told when Parliament meets on Thursday. At Tilton we talked first medicine; Maynard’s drastic cure by Plesch; then politics; five minutes left for Tom’s play. Every day, save 2, something’s turned up. Private peace is not accessible. Miss Robins tomorrow. Then Charleston. Then L.P. here. Maynard, even Maynard, cant find much that’s hopeful now that Italy has nipped off Albania save that theres a unity of hatred. The men women children dogs &c. are solid for war if war comes. But privately—how one rockets between private & public—his eyes are bluer, his skin pinker, & he can walk without pain. Lydia has devoted herself to the treatment. They think Nessa suppresses Clive—wont have things out. Never will have anything out. But the⁠[n] L⁠[ydia]. is always on husbands side—a serf like spirit, natural in the circumstances. My allegiance is to N. & D. as usual: but I like all my friends—though not the taste of Tilton.

Roasting hot: birds a chirp: butterflies.

I am reading Dickens; by way of a refresher. How he lives; not writes: both a virtue & a fault. Like seeing something emerge; without containing mind. Yet the accuracy & even sometimes the penetration—into Miss Squeers & Miss Price & the farmer [in Nicholas Nickleby] for example—remarkable. I cant dip my critical mind, even if I try to. Then I’m reading Sevigné, professionally for that quick amalgamation of books that I intend. In future, I’m to write quick, intense, short books, & never be tied down. This is the way to keep off the settling down & refrigeration of old age. And to flout all preconceived theories—For more & more I doubt if enough is known to sketch even probable lines, all too emphatic & conventional.

Maurice, the last of the Ll. Davies brothers is dead; & Margaret lives—lives too carefully of life, I used to feel. Why drag on, always measuring & testing one’s little bit of strength & setting it easy tasks so as to accumulate years?

Also I’m reading Rochefoucauld. Thats the real point of my little Brown book—that it makes me read—with a pen—following the scent: & read the good books; not the slither of MSS & the stridency of the young chawking—the word expresses callow bills agape & chattering—for sympathy. Chaucer I take at need. So if I had any time—but perhaps next week will be more solitudinous—I should, if it weren’t for the war—glide my way up & up in to that exciting layer so rarely lived in: where my mind works so quick it seems asleep; like the aeroplane propellers. But I must retype the last Clifton passage; & so be quit for tomorrow & clear the decks for Cambridge. Rather good, I expect it is: condensed & moulded."
1939.04.13,"Two days of influenza after that, mild but sucking one’s head as usual, so I’m out here this morning only to drone my way through a few Roger letters.

I finished my first 40 pages—childhood &c—well under the week; but then they were largely autobiography. Now politics impend. Cham⁠[berlai]⁠n’s statement in the House today. War I suppose not tomorrow, but nearer. Charleston to tea today. L. went to Brighton yesterday, & had a long talk with Miss Robins in bed, which was interesting, so I’m sorry I missed it, yet glad of solitude, such as it is here. If I could only embed myself for 10 days … I read about 100 pages of Dickens yesterday, & see something vague about the drama & fiction: how the emphasis, the caricature of these innumerable scenes, forever forming character, descend from the stage. Literature—that is the shading, suggesting, as of Henry James, hardly used. All bold & coloured. Rather monotonous, yet so abundant, so creative: yes: but not highly creative: not suggestive. Everything laid on the table. Nothing to engender in solitude. Thats why its so rapid & attractive: nothing to make one put the book down & think. But these are influenza musings; & I’m so muddled I shall take Sir Edward [Fry’s letters] into the house & extract him over the fire. Weather now blackening a little, after 4 days full summer heat—over 70. A Comma butterfly, sunning on the wall. L.’s rash improving. We live on macaroni.

Note: Lydia’s hostility to all married women."
1939.04.15,"Its odd what extreme depression a little influenza & a cold in head produces. Happily I’m interested in depression; & make myself play a game of assembling the fractured pieces—I mean I light a fire, & somehow dandle myself over it. Cooking is helpful. Oh but I was very down & dismal yesterday. And then noises & houses abuilding oppress: & there’s always our dear old war—now postponed for a month. Sneezing & blowing is better than incubating germs.

I’ve done rather well at Roger considering: I dont think I shall take 2 weeks over each chapter. And its rather amusing—dealing drastically with this years drudgery. I think I see how it shapes: & my compiling method was a good one. Perhaps its too like a novel. I dont bother. No letters; no news; & my head too stupid for reading. L. galloping through his book [Barbarians at the Gate]. I should like a holiday—a few days in France—or a run through the Cotswolds.

But considering how many things I have that I like—whats odd—(I’m always beginning like this) is the severance that war seems to bring: everything becomes meaningless: cant plan: then there comes too the community feeling: all England thinking the same thing—this horror of war—at the same moment. Never felt it so strong before. Then the lull & one lapses again into private separation—

But I must order macaroni from London."
1939.04.26,"[52 Tavistock Square]

I’ve done a ¼—100 pages of Roger—well I shall have by tomorrow. As there are 400 pages, & one hundred takes 3 weeks (oh but I was interrupted)—it will take 9 weeks to finish. Yes, I ought to have finished it by the end of July—only we may go away. Say August. And have it all typed in September…. Well—then it will be out this time next year. And I shall be free in August—What a grind it is; & I suppose of little interest except to six or seven people. And I shall be abused."
1939.04.28,"Very much screwed in the brain by trying to get Roger’s marriage chapter into shape; & also warmed by L. saying last night that he was fonder of me than I of him. A discussion as to which would mind the other’s death most. He said he depended more upon our common life than I did. He gave the garden as an instance. He said I lived more in a world of my own. I go for long walks alone. So we argued. I was very happy to think I was so much needed. Its strange how seldom one feels this: yet ‘life in common’ is an immense reality. For instance, I cant go to The Wreckers tonight with Ethel Smyth because: 1. I have a little temperature: 2: (& more serious) I’d rather stay at home with L. Its no use fighting against this. Its one of the facts.

Oh such a dismal tea with Mrs W. yesterday. She is completely lifeless—like an old weed on a rock. And always recurring to the complaints. That was how, by the way, we came to discuss our deaths. L. said he hoped he would predecease me. Her lonely old age is so intolerable. But its lonely, he said, because she has adopted an unreal attitude. Lived in a sentim⁠[ent]⁠al make believe. Sees herself as the adored matriarch, & forces the children to adopt her attitude. Hence the unreality of all relations. This obsession of hers has also shut her off from all other interests: doesn’t care for any impersonal thing—art, music, books. Wont have a companion or reader; must depend on her sons. Constant innuendoes therefore about the goodness of Herbert & Harold; inference that L. neglects her; hints that I have taken him away from his family; absorbed him in mine. So in that crowded pink hot room we sat for 2 hours trying to beat up subjects for conversation. And there were awful silences, & our heads filled with wool; & all was dusty, dreary, old, & hopeless. Yet she followed us out on to the stair & made L. swear that she looks better—“Sure Len? Sure I look better?” as if she still clings hard to life & cant be removed. So to walk in the hail in Ken. Gardens; & see the cherry trees livid & lurid in the yellow storm haze. Very cold winter spring."
1939.04.29,"But what are the interesting things? I’m thinking of what I should like to read here in 10 years time. And I’m all at sea. Perhaps literal facts. The annal, not the novel. Yesterday I went out in a fur coat, for it was bitter cold, to walk in London. I stopped by the Savoy Church: there were photographers. Soon the Bride arrived. The car glided on⁠[;] there were too many cars behind. Mother & small page arrived: 2 girls in absurd little boat hats. They helped the Bride with her veil. “Can you get it over my bouquet?” she asked—very gay; rather red; very slim. Husband & best man waiting in grey trousers & cutaway coats. Old sitters in the sun watching. Camera men. A little procession—rather skimpy & cold & not very rich I thought. The old man—my age—had shabby boots. Shaven, brushed, red, thin. They are Mr Sholto Douglas Barnes, & Miss Marjorie Berkeley, daughter of a deceased ICS Colonel—so I learn today. Then I walked along the Embankment, up into the fur quarter behind Blackfriars. Men in white coats aparelled in silver fur skins. A smell of fur. Found some old City Company houses. One the Inn Keepers Company. Also a green plant bursting out of a factory. Also one of the usual 18th Century mansions tucked away. So into Cannon St. Bought a paper with Hitler’s speech. Read it on top of Bus. Inconclusive—cut up in Stop Press. Everyone reading it—even newspaper sellers, a great proof of interest. So to Kingsway. Bought some folders. Failed to buy a guide to Cotswolds. L. had 4 gents to discuss Sir John Maynard’s memo. Read Chaucer. Enjoyed it. Was warm & happy not to go to Sadlers Wells. Nessa rang up. Bed."
1939.05.01,"A bad morning, because I’m dried up about Roger. I’m determined tho’ to plod through & make a good job, not a work of art. Thats the only way. To force myself on—& yes to relax with a [indecipherable] fiction: & then a few days in the Cotswolds. But there’s no blinking the fact that it is drudgery & must be; & I must go through with it. My hand, as I see, wont write."
1939.05.14,"That last sentence might be repeated. Its a fortnight I see since I had my few minutes margin between Roger & lunch. And thus I need not repeat the fact that my head is a tight wound ball of string. To unwind it, I lie on my Heal chair bed & doze of an evening. But the noise worries me. The 2 houses next door are down; we are shored up. There are patches of wall paper where there used to be hotel bedrooms. Thus the Southampton Row traffic gets at me; & I long for 37 Mecklenburgh Sq: but doubt if we shall get it. Pritchard is negotiating with the Bedfords. A talk about the future with John. He is harassed by the lean year. Cant live in London on £500 minus his mothers interest &c. 37 is a large seeming & oh so quiet house, where I could sleep anywhere. But it dont do to dwell on it. & there would be the horror of the move in August.

Day Lewis came one day; thrust in on the wake of Elizabeth. A stocky sturdy man. truculent, a little like Muggins 40 yrs ago, as I think George called Malcolm Macnaghten. “Priestley lolling on the beach” was should it be lōl ling or lolling? discussed. I made him laugh by repeating that word. I wish I could repeat more words. Boswell did it. Could I turn B. at my age? “I’m doing films for the gas people … I live a purely country life. A rather too arty home. Devonshire.” I infer some rupture with the Bugger Boys.

Boswell at Sissinghurst. Gwen walking through the Bluebell woods, speaking of her youth—a little to justify herself. Had been advertiser to a scent shop, had done welfare work. Her daughter Jiccy meets a prostitute outside the Berkeley whom she has deliv⁠[er]⁠ed. “Must just speak to Bessy” she says to the youth who’s treating her—“Its her beat.” G. a little shocked. And I liked the soft cream & yellow flowers on the sunny grass & the bend stooping like a picture. And the thread of bright blue bells: & Vita in her breeches.

We are going to Brittany by the way after Whitsun. A whole 2 weeks rambling. Now that’ll fill my dry cistern of a head. But this is nothing like so bad as The Years. A nun writes to invite me to stage a meeting of Outsiders in Hyde Park. I stop to answer her. Gertler tonight."
1939.05.25,"A queer little note to run off in a hurry: L. is bargaining for 37 M. Sq upstairs: I’m packing. We’re off: & very likely I shant write much more in this now so tidy studio. Tidied for Ben to work in. I must pack upstairs. Brittany & Rodmell for 3 weeks.

Party last night. G. Keyneses: Eth Wn & her underworld friend. Ben Nicolson.

Interrupted by parties come to see the house. The first day its in the agents hands. Shall we end our lives looking in that great peaceful garden; in the sun? I hope so."
1939.06.23,"Back to London again after 4 weeks. Two spent driving about Brittany. I kept notes in a little square ruled pocketbook in my bag; a good method perhaps, if carried out in London; but I doubt if its worth sticking them here. Perhaps a few, for like pressed leaves they somehow bring back the whole forgotten hedge. So soon forgotten in bulk. The London uproar at once rushes in. Okampo today; John; then I must go to Penman. We have 37 M⁠[ecklenburgh] S⁠[quare]: & this is still unlet. Ben Nicolson has spread my studio with MSS all laid on the floor. This scarcely helps my attack on R⁠[oger Fry], begun this morning. The appallingly difficult PIP [Post-Impressionist] chapter. How to get the right proportions &c. I have now 5 weeks before August. And 200 pages to do. Difficulties with Gollancz about L.’s book not yet stated. And people abound. But I must do my job like a navvy & let society rip & clothes &c. Here’s lunch."
1939.06.24,"Yes, London broke in fairly vigorously yesterday. Ocampo bringing Giselle Freund & all her apparatus, which was set up in the drawing room, & all the lit. gents & ladies shown on a sheet. On top of them house seers—an old lady who was born at 52, & whose father had built this studio. And the upshot is, a sitting—oh curse this petty vulgar photography-advertising stunt—at 3. No getting out of it, with Okampo on the sofa, & Freund there in the flesh. So my afternoon is gone in the way to me most detestable & upsetting of all. A life sized life coloured animated photograph—however L. is drawn in. Also, on top of this, sheets of evasion & dishonesty from Gollancz; & John; & Nessa about Angelica. She is in a nursing home with an infected kidney. All the old anxieties rampant—for Nessa again. And old Mrs W. this afternoon. And Tom & a friend—& Sarton. I suppose there’s stir in it; & stimulus; but I’m bothered about the PIPs—cant get into the right mood; & its so laboured, & I cant, without a mood, toss it & lighten it: yet must somehow drive thro’ to the end.

Now to prepare for photography. Such are one’s friends—& their deformities."
1939.06.26,"Talk at Nessa’s last night. Much about Gertler’s suicide. He gassed himself 2 nights ago in his studio. We had talked with him about his other attempt the night he dined with us. It was because of some hitch in his work he said then, & he had completely recovered. He had got through into a new stage as a painter. This was true, Nessa & Duncan said; his last show, just over, was a great advance & very remarkable. So why did he turn on the gas, when his model left him? She found him, when [she] came back, still alive, but unconscious. A most resolute serious man: intellectual; fanatical about painting, even if a fanatical egotist. And he seemed established; with his own friends; dining out with Priestleys & Lynds. Poor of course, & forced to teach; & fundamentally perhaps too rigid, too self centred, too honest & narrow, like Kot in his uncompromising severity, to be content or happy. But with his intellect & interest, why did the personal life become too painful? His wife? We know no more.

Angelica better; & no time to describe our lunch with Flora, & her analysis, clear & unflinching, of the old tyrant, the matriarch manqueé."
1939.06.27,"Talk of Gertler at Clive’s. Old Cory rather deflated (in spirit, not body). Frothy talk, succeeding 2½ hours interview with Philip [Woolf] & his milky eyed little boy who wants to be a sailor. But doesnt want it very much. No, they dont want anything, said Phil, who doesnt want to go to Brittany, about which he consulted us.

Eliot & Morley today. So the days are rushed through.

Gollancz prevaricating."
1939.06.28,"Vita came to a late lunch; Mrs Woolf fell down & broke 2 ribs; Tom brought Mr Morley to tea … These are the elements upon which yesterday was founded. [illegible] with Vita. Home. Change. Talk. Telephone. L. to the nursing home after dinner. She will not die, so I assume. There is a terrible passive resistance to death in these old women. They have the immortality of the vampire. Poor Flora will be sucked drop by drop for years to come. This is I suppose a cruel remark to make. But honestly, everyone would be relieved if she could make an end of it. Its so exhausting, & as Flora said, she has contrived to falsify all emotions, till the end is the only thing the family who are forced to be so devoted by her fantasy honestly wish for. And now John to lunch. After wh. can I escape to buy some shoes, & ought I to buy shoes with the flat still to let? I’ve said I’ll write an article on Royalty for PP. for £25 by way of a sop to our income & our liabilities."
1939.06.29,"The grind of doing Roger & PIP makes my head spin, & I let it reel itself off for 10 minutes here. I wonder why; & if I shall ever read this again. Perhaps if I go on with my memoirs, also a relief from R., I shall make use of it.

A dismal day yesterday; shoe hunting in that Hall of humbug, Fortnums. A Sale; but only of the unsaleable. And the atmosphere, British upper classes: all tight & red nailed; myself a figure of fun—whips my skin: I fidget: but recoup myself walking in the rain through the Parks. Come home & try to concentrate on Pascal—I cant; still, its the only way of tuning up, & I get a calm if not understanding. These pin points of theology need a grasp beyond me. Still I see Lytton’s point—my dear old serpent. What a dream life is to be sure—that he should be dead, & I reading him; & trying to make out that we indented ourselves on the world; whereas I sometimes feel its been an illusion—gone so fast, lived so quickly; & nothing to show for it, save these little books. But that makes me dig my feet in, & squeeze the moment. So after dinner I walked to the Clinic with L.: waited outside with Sally tugging; watched the evening sight: oh & the purple grey clouds above Regents Park with the violet & yellow sky signs made me leap with pleasure.

Noise here very great. Even if we lose our rent, no doubt its worth it—37 will be heavenly quiet. The letter war with Gollancz continues—more time frittered, wasted. L. very calm; & how sane, compared with me."
1939.07.03,"L.’s mother died last night. And its been jading & somehow very depressing—watching her die. She gradually ceased to breathe. There were 3 days though of going there—sitting in the alcove in that long corridor. Flora sat with her. Sometimes she talked. L. found her cheerful one night. Virginia must write a book called “The fallen woman.” I remember that; out of a litter of odds & ends, because it was the last time she spoke of me. It was like watching an animal die, L. said. Rau burst into tears. She wanted to live, asked the matron if she had known an old woman recover, asked Rau. Both of course said Yes. Last night, as Flora, Edgar & Harold were dining here off cold chicken, Herbert rang up to say it was critical; & she had just died when they got there. Her breathing, as Rau said it would, stopped. And then they decided that her wish—to be taken to a private home, not left in the mortuary, must be gratified: so the body is taken to Laleham [Harold Woolf’s home] today: then will go to the Jewish Cemetery. A watcher came from the Synagogue. It was a bright, showery day. We walked in Regents Park, after giving Kingsley Martin lunch. I always notice the weather in which people die, as if the soul would notice if its wet or windy. Then, when L. had come back, we went round to Clive’s: found Nessa interviewing Lottie; & talked about doctors & skin diseases with Clive & Duncan.

But I cannot do my Royalty article, & have a regret for that spirited old lady, whom it was such a bore to visit. Still she was somebody: sitting on her high backed chair with the pink cushion, all the flowers round her, a cigar always for Leonard, & plates of cakes which she pressed us to eat. Last time—Saturday week—she was peevish & querulous. It was about not seeing Herbert as usual. Children no longer respected their parents. And she got up & fell back. But these feelings are mixed, scrappy, & I’m in the scraped state when writing dont work."
1939.07.06,"“Lady” to call her by the name she liked to explain—she always talked about the past best—was buried yesterday; & there was a service in the Synagogue. Women admitted, so I went. But its a compromise; & had nothing whatever to do with “Lady”. What was she like then? Let me see—She was small, narrow shouldered—things slipped off—she wore a low blouse with a pearl necklace—& rather heavy. Her head nodded. She had stiff curled grey black hair. She would say as we came in “And Virginia?” My joke was, Conceal your disappointment at sight of me. Then she would laugh, kiss me, & give me a little pat. We were on friendly laughing terms, always at the same stock joke, which carried us through those 2 hour teas. “And tell me what you have been doing?” I would have some story ready. She liked hearing about Ann & Judith: not much interested in any other relations of mine. For many years we never reached even this intimacy. I think she suspected me of not being family. She came over to see us of course. And how often we drove to Worthing! It was trumped up mostly. Yet there was something spontaneous about her. A great joy in family; in society; she could make friends out of anyone: was very popular with elderly gentlemen. One at Worthing stood her dinners, took her to the theatre. She liked telling the story of plays. She would tell the whole plot of Gone with the Wind for example; talking as if they were real: a trait odd to me in so shrewd a woman; for she had as she was often boasting, brought up 9 children. Never went to bed, she said, without a basket of socks by her side. All was personal. And the ruts of course became deeper; one knew what would come next. Sometimes tho’ she made me feel the daughter emotion—when I kissed her when Clara died. She attaches to nothing in my own life: except the comment she made; that she was the ‘elder generation’: & I (now the elder, to most people) was the younger. I never saw her save in her own surroundings. These were fussy, yes, but full of stir: always presents of flowers: children’s letters: What news of Bella & Tom? Where is Phil going for his holiday? She was the centre of that net work & until Edgar & Flora disabused me, I thought they depended on it. Perhaps, when the freedom is over, they will miss it. “Bel”—the day of whose retirement in March—poor old lady—was the “day I count the days to it…” so she said last Saturday week—Bel cabled a silly effusion wh. makes their relation look artificial. The truth was, age had taken everything away that was real, I think: only age left the pathetic animal, which was very real; the body that wanted to live. I know nothing of any interest about her, now that I come to write, only little anecdotes, about Holland: nothing that makes her a real person—save Is Virginia coming? which touches me."
1939.07.11,"Interrupted by a man to look over the Studio. Would take the place at once, if he could have it for 6 years. Thats the end of all these visits. Back from MH. & cross—to use the nurses word. Cross at my waste of time over PIPs, doubtful about the book—angry at the immense drudgery. Still I must get on. Q. for the weekend—oh that we could ever be wholly alone: & yet I dont want to be wholly alone. The usual fight between solitude & society, scarcely worth noting, let alone dissecting. Very fine July weather. And is Charles [Mauron] blind? And am I to buy a new dress? And what about—I think the true proportions are better in the country. Over all hangs war of course. A kind of perceptible but anonymous friction. Dantzig. The Poles vibrating in my room. Everything uncertain. We have got into the habit however. Work, work, I tell myself."
